# This file was generated using `make test/timeseries.txt`.
# TYPE ALERTS untyped
up{endpoint="https",instance="10.0.166.205:9100",job="node-exporter",namespace="openshift-monitoring",pod="node-exporter-mrc4f",service="node-exporter",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168629550
up{endpoint="5000-tcp",instance="10.131.0.5:5000",job="image-registry",namespace="openshift-image-registry",pod="image-registry-6fb849db55-457xq",service="image-registry",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168610834
up{endpoint="https",instance="10.128.0.10:8443",job="metrics",namespace="openshift-kube-controller-manager-operator",pod="kube-controller-manager-operator-565bbd4d87-mdw4h",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168618120
up{endpoint="https",instance="10.128.0.31:8443",job="api",namespace="openshift-apiserver",pod="apiserver-vmsv9",service="api",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168613252
up{endpoint="https",instance="10.128.0.33:8443",job="controller-manager",namespace="openshift-controller-manager",pod="controller-manager-644kj",service="controller-manager",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168611038
up{endpoint="https",instance="10.128.0.4:8443",job="metrics",namespace="openshift-kube-apiserver-operator",pod="kube-apiserver-operator-97b9d7789-p5njb",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168625423
up{endpoint="https",instance="10.128.0.6:8443",job="metrics",namespace="openshift-controller-manager-operator",pod="openshift-controller-manager-operator-84bb5b4c8-579sr",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168616570
up{endpoint="https",instance="10.128.0.9:8443",job="metrics",namespace="openshift-apiserver-operator",pod="openshift-apiserver-operator-585b7cdffb-5dqz6",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168629658
up{endpoint="https",instance="10.128.2.4:3000",job="grafana",namespace="openshift-monitoring",pod="grafana-66b94d49dc-g9lrx",service="grafana",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168630842
up{endpoint="https",instance="10.129.0.26:8443",job="api",namespace="openshift-apiserver",pod="apiserver-zpsjj",service="api",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168624750
up{endpoint="https",instance="10.129.0.29:8443",job="controller-manager",namespace="openshift-controller-manager",pod="controller-manager-l5slz",service="controller-manager",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168608984
up{endpoint="https",instance="10.129.0.33:6443",job="oauth-openshift",namespace="openshift-authentication",pod="oauth-openshift-5d7fddfd46-7zzpc",service="oauth-openshift",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168630484
up{endpoint="https",instance="10.130.0.14:8443",job="metrics",namespace="openshift-service-catalog-controller-manager-operator",pod="openshift-service-catalog-controller-manager-operator-5f7c4nqhb",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168625328
up{endpoint="https",instance="10.130.0.15:8443",job="metrics",namespace="openshift-authentication-operator",pod="authentication-operator-748b6896f4-ggn2k",service="metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168631800
up{endpoint="https",instance="10.130.0.34:8443",job="api",namespace="openshift-apiserver",pod="apiserver-86l6c",service="api",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168636756
up{endpoint="https",instance="10.130.0.38:8443",job="controller-manager",namespace="openshift-controller-manager",pod="controller-manager-dxqkv",service="controller-manager",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168637239
up{endpoint="https",instance="10.130.0.40:6443",job="oauth-openshift",namespace="openshift-authentication",pod="oauth-openshift-5d7fddfd46-dk8t2",service="oauth-openshift",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168629611
up{endpoint="https",instance="10.131.0.6:8443",job="telemeter-client",namespace="openshift-monitoring",pod="telemeter-client-7864f6d769-kpbjm",service="telemeter-client",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168625392
up{endpoint="https-main",instance="10.131.0.10:8443",job="kube-state-metrics",namespace="openshift-monitoring",pod="kube-state-metrics-7587dcb8d7-b6cbf",service="kube-state-metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168608463
up{endpoint="https-metrics",instance="10.0.131.31:10250",job="kubelet",namespace="kube-system",node="ip-10-0-131-31.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168637805
up{endpoint="https-metrics",instance="10.0.139.97:10250",job="kubelet",namespace="kube-system",node="ip-10-0-139-97.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168618792
up{endpoint="https-metrics",instance="10.0.150.196:10250",job="kubelet",namespace="kube-system",node="ip-10-0-150-196.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168631448
up{endpoint="https-metrics",instance="10.0.153.63:10250",job="kubelet",namespace="kube-system",node="ip-10-0-153-63.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168636839
up{endpoint="https-metrics",instance="10.0.166.205:10250",job="kubelet",namespace="kube-system",node="ip-10-0-166-205.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168634127
up{endpoint="https-metrics",instance="10.0.169.146:10250",job="kubelet",namespace="kube-system",node="ip-10-0-169-146.us-west-2.compute.internal",service="kubelet",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168632428
up{endpoint="https-metrics",instance="10.128.0.13:8081",job="catalog-operator-metrics",namespace="openshift-operator-lifecycle-manager",pod="catalog-operator-59f94675db-k6rzp",service="catalog-operator-metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168610951
up{endpoint="https-metrics",instance="10.128.0.14:8081",job="olm-operator-metrics",namespace="openshift-operator-lifecycle-manager",pod="olm-operator-664fd645b7-khm5n",service="olm-operator-metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168626165
up{endpoint="https-self",instance="10.131.0.10:9443",job="kube-state-metrics",namespace="openshift-monitoring",pod="kube-state-metrics-7587dcb8d7-b6cbf",service="kube-state-metrics",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168626791
up{endpoint="metrics",instance="10.0.131.31:9101",job="sdn",namespace="openshift-sdn",pod="sdn-cbw5n",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168633759
up{endpoint="metrics",instance="10.0.139.97:9101",job="sdn",namespace="openshift-sdn",pod="sdn-j72jt",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168616210
up{endpoint="metrics",instance="10.0.150.196:9099",job="cluster-version-operator",namespace="openshift-cluster-version",pod="cluster-version-operator-5cb5f8c9db-st825",service="cluster-version-operator",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168623759
up{endpoint="metrics",instance="10.0.150.196:9101",job="sdn",namespace="openshift-sdn",pod="sdn-lwwmn",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168618425
up{endpoint="metrics",instance="10.0.153.63:9101",job="sdn",namespace="openshift-sdn",pod="sdn-wmznn",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168614502
up{endpoint="metrics",instance="10.0.166.205:9101",job="sdn",namespace="openshift-sdn",pod="sdn-w8m6v",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168614790
up{endpoint="metrics",instance="10.0.169.146:9101",job="sdn",namespace="openshift-sdn",pod="sdn-wlvd4",service="sdn",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168625620
up{endpoint="metrics",instance="10.128.0.11:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-lxblt",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168638006
up{endpoint="metrics",instance="10.128.2.2:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-4f9f6",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168620308
up{endpoint="metrics",instance="10.129.0.10:8080",job="cluster-autoscaler-operator",namespace="openshift-machine-api",pod="cluster-autoscaler-operator-758f875f98-7nd5b",service="cluster-autoscaler-operator",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168614931
up{endpoint="metrics",instance="10.129.0.4:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-lms8m",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168617068
up{endpoint="metrics",instance="10.129.2.2:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-nx5nm",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168615473
up{endpoint="metrics",instance="10.129.2.4:1936",job="router-internal-default",namespace="openshift-ingress",pod="router-default-7d7fc5d857-t2gpw",service="router-internal-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168633608
up{endpoint="metrics",instance="10.130.0.2:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-22rph",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168611955
up{endpoint="metrics",instance="10.131.0.2:9153",job="dns-default",namespace="openshift-dns",pod="dns-default-zmk5n",service="dns-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168629067
up{endpoint="metrics",instance="10.131.0.3:1936",job="router-internal-default",namespace="openshift-ingress",pod="router-default-7d7fc5d857-6pqs4",service="router-internal-default",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168636295
up{endpoint="web",instance="10.128.2.6:9091",job="prometheus-k8s",namespace="openshift-monitoring",pod="prometheus-k8s-0",service="prometheus-k8s",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168621420
up{endpoint="web",instance="10.128.2.7:9094",job="alertmanager-main",namespace="openshift-monitoring",pod="alertmanager-main-1",service="alertmanager-main",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168619299
up{endpoint="web",instance="10.129.2.6:9094",job="alertmanager-main",namespace="openshift-monitoring",pod="alertmanager-main-0",service="alertmanager-main",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168626501
up{endpoint="web",instance="10.129.2.8:9091",job="prometheus-k8s",namespace="openshift-monitoring",pod="prometheus-k8s-1",service="prometheus-k8s",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168629273
up{endpoint="web",instance="10.131.0.13:9094",job="alertmanager-main",namespace="openshift-monitoring",pod="alertmanager-main-2",service="alertmanager-main",prometheus="openshift-monitoring/k8s",prometheus_replica="prometheus-k8s-0"} 1 1562168616104
